,index,Agriculture,Green space and recreational land,High density residential with retail and commercial sites,Industrial areas,Large complex buildings various use (travel/recreation/ retail),Low density residential with amenities (suburbs and small villages / hamlets),Medium density residential with high streets and amenities,Principle Transport,Urban centres - mainly commercial/retail with residential pockets,Water,new_labels_0,new_labels_1,new_labels_2,new_labels_3,new_labels_4,new_labels_5,new_labels_6,new_labels_7,new_labels_8,supergroup
576,E00016267,0.0,0.0,39958.7,0.0,0.0,156.86,0.0,0.0,0.0,0.0,1,1,3,0,4,4,0,4,1,5
577,E00020755,0.0,1165.51,4144.29,0.0,0.0,17609.19,7689.45,2648.69,0.0,0.0,2,3,4,3,0,1,3,2,1,7
578,E00006373,0.0,3524.42,0.01,165.19,0.0,30955.15,206.95,0.0,0.0,0.0,5,5,1,3,5,4,3,3,2,2
579,E00006180,0.0,0.0,25894.65,0.0,16307.48,524.56,0.0,0.0,6714.53,0.0,1,1,0,0,0,1,3,3,1,8
580,E00010945,141711.65,206609.28,0.0,0.0,0.0,99063.89,3100.0,0.0,0.0,0.0,5,1,1,4,2,0,1,1,2,6
581,E00003454,0.0,0.0,0.0,788.62,0.0,17202.49,49.84,2548.34,13561.95,0.0,1,3,4,0,0,3,0,0,1,2
582,E00019420,0.0,570241.49,887.29,0.0,0.0,9194.76,0.0,1768.46,7850.559999999999,32265.01,5,1,1,2,2,4,1,1,2,8
583,E00018836,0.0,114506.55,0.0,0.0,0.0,59895.35,21248.33,0.0,0.0,1158.74,3,3,3,7,5,1,4,3,5,6
584,E00023378,0.0,0.0,0.0,0.0,0.0,68551.0,19945.56,0.0,0.0,0.0,1,6,3,3,0,1,3,3,3,8
585,E00013264,0.0,447.44,18534.91,0.0,0.0,0.0,0.0,0.0,0.0,700.0,3,6,6,0,1,1,0,2,2,2
586,E00001265,0.0,8881.64,15856.29,87.32,0.0,140422.47,10949.46,0.0,0.0,600.0,1,4,4,5,4,4,3,1,1,8
587,E00004547,0.0,0.0,413.3,300.13,0.0,0.0,0.0,39.24,49286.73,0.0,0,0,0,0,0,1,0,0,0,2
588,E00008041,0.0,41963.48,1520.5,0.0,0.0,23913.61,0.0,3200.8,6984.22,0.0,2,4,2,5,3,1,0,4,1,8
589,E00002092,0.0,14548.08,0.0,0.0,0.0,46342.44,3239.68,3183.92,0.0,0.0,1,5,4,0,0,3,0,3,3,6
590,E00005988,0.0,0.0,12693.58,0.0,0.0,0.0,1892.84,0.0,11485.58,0.0,2,6,5,0,1,3,0,0,3,5
591,E00013790,0.0,0.0,10405.47,796.98,0.0,0.0,0.0,377.13,12193.88,0.0,2,6,6,3,3,1,4,2,1,2
592,E00023115,0.0,0.0,10047.97,0.0,0.0,0.0,0.0,0.0,10616.14,0.0,0,6,2,0,4,3,2,2,0,3
593,E00009006,0.0,365.19,12696.33,0.0,0.0,127.2,475.4,2578.81,0.0,0.0,4,1,5,3,4,4,0,4,3,2
594,E00021843,0.0,18463.7,54.91,0.0,0.0,13530.67,0.0,0.0,7585.71,0.0,1,4,3,6,4,1,3,2,2,5
595,E00019452,0.0,0.0,11210.52,0.0,0.0,29294.73,0.0,5224.42,1669.7,0.0,2,0,4,0,0,1,0,1,1,8
596,E00010941,0.0,1209.21,22561.31,0.0,0.0,46798.92,0.0,2349.28,0.0,0.0,3,4,2,5,2,1,3,1,2,8
597,E00022846,0.0,0.0,76.3,0.0,0.0,309.82,9601.96,0.0,0.0,0.0,3,5,3,4,4,2,3,4,3,3
598,E00009626,0.0,1621.84,0.0,0.0,0.0,14685.94,0.0,6367.28,1500.82,0.0,1,3,3,0,3,3,0,4,1,2
599,E00011139,0.0,16747.12,103.05,0.0,0.0,30804.81,19101.65,0.0,13965.47,0.0,1,3,2,0,4,1,3,4,1,5
600,E00021908,0.0,0.0,0.0,0.0,84.48,78629.77,17731.16,115.66,0.0,0.0,1,3,6,0,0,4,2,4,5,5
601,E00000147,0.0,0.0,0.0,0.0,0.0,257.93,38103.84,0.0,0.0,0.0,1,1,3,0,0,3,0,2,2,5
602,E00000980,0.0,0.0,7010.759999999999,0.0,0.0,10269.55,1525.49,15327.62,3929.04,0.0,2,1,0,3,3,4,0,0,1,3
603,E00014931,0.0,380.98,26309.86,3086.07,0.0,0.0,0.0,0.0,0.0,906.27,2,4,5,3,0,4,3,2,2,8
604,E00014728,0.0,0.0,8189.27,0.0,0.0,13293.7,0.0,3212.74,0.0,0.0,1,1,2,1,1,1,3,2,1,2
605,E00010581,0.0,0.0,0.0,0.0,0.0,41933.81,13.04,0.0,0.0,0.0,2,4,4,3,3,1,2,1,2,5
606,E00007164,0.0,3233.26,0.0,0.0,0.0,20855.89,15447.26,0.0,0.0,0.0,4,3,6,7,3,4,2,2,1,5
607,E00009512,0.0,0.0,3616.17,0.0,0.0,0.0,0.0,2556.41,7130.4,0.0,5,1,3,0,0,1,3,1,1,2
608,E00000833,0.0,505.4,29836.17,718.72,0.0,0.0,161.3,0.0,0.0,0.0,5,6,4,2,3,4,2,2,4,5
609,E00021620,0.0,0.0,5326.64,800.0,0.0,0.0,0.0,20912.16,12683.6,0.0,0,0,0,0,5,1,0,0,0,3
610,E00007276,0.0,51.44,15370.4,0.0,0.0,0.0,10886.14,0.0,0.0,0.0,4,3,1,4,1,4,3,4,2,5
611,E00019181,0.0,2825778.46,0.0,0.0,0.0,83936.00000000001,27547.81,803.46,0.0,4800.0,5,1,1,2,2,0,1,1,2,8
612,E00021210,0.0,0.0,24.31,0.0,0.0,10408.21,0.0,943.88,0.0,0.0,1,4,6,1,1,1,3,2,3,3
613,E00021046,0.0,0.0,24210.49,0.0,0.0,0.0,0.0,804.59,8343.78,0.0,3,0,2,1,3,3,2,1,1,8
614,E00000478,0.0,0.0,4647.34,86878.47,0.0,56256.27,273.68,0.0,102.8,25125.18,1,0,0,0,0,1,0,0,2,5
615,E00174878,0.0,0.0,26956.17,0.0,23.58,0.0,0.0,851.11,82.92,0.0,2,1,5,6,4,3,3,3,1,2
616,E00001321,0.0,5424.76,0.0,499.0,0.0,46468.65,4987.57,0.0,0.0,0.0,2,1,2,0,0,4,0,2,5,8
617,E00021764,0.0,0.0,14880.51,0.0,0.0,0.0,99.7,0.0,104.65,0.0,1,6,4,7,0,2,3,2,1,2
618,E00017359,0.0,100.96,15275.5,0.0,0.0,28995.02,4811.63,0.0,0.0,0.0,3,2,6,5,1,4,1,4,3,5
619,E00006409,0.0,0.0,10516.15,0.0,0.0,10130.56,11959.5,0.0,0.0,0.0,3,1,1,3,3,1,4,4,5,5
620,E00020208,0.0,0.0,8761.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,4,3,5,4,4,2,3,3
621,E00022483,0.0,0.0,23341.22,6011.2,0.0,0.0,0.0,2623.92,7055.56,0.0,1,6,1,4,3,1,2,0,4,5
622,E00005995,0.0,0.0,3777.15,0.0,0.0,0.0,23090.23,0.0,621.14,0.0,4,1,3,2,4,4,2,3,1,2
623,E00016847,0.0,10007.7,4238.530000000001,0.0,0.0,4140.27,0.0,1248.54,0.0,0.0,4,1,5,1,0,1,2,1,4,3
624,E00013426,0.0,13.63,1015.52,0.0,0.0,0.0,6748.8,0.0,898.22,0.0,1,3,2,0,1,2,0,3,0,3
625,E00005730,0.0,0.0,6551.34,398.77,0.0,0.0,20528.1,0.0,0.0,0.0,4,2,6,0,0,3,0,1,3,5
626,E00017144,0.0,0.0,24724.51,195.87,0.0,0.0,0.0,0.0,0.0,0.0,5,4,5,0,0,3,2,2,3,5
627,E00013144,0.0,44337.81,3466.04,265.89,0.0,15752.13,0.0,0.0,4895.72,0.0,2,1,6,3,4,4,0,2,2,5
628,E00023358,0.0,0.0,126.0,0.0,0.0,79.05,19071.01,0.0,0.0,0.0,4,2,3,3,2,4,2,2,1,2
629,E00019318,0.0,0.0,0.0,0.0,0.0,37766.01,0.0,13789.62,0.0,0.0,4,5,3,5,0,4,2,4,1,5
630,E00009853,0.0,0.0,21691.87,0.0,0.0,1910.85,0.0,0.0,0.0,0.0,5,4,5,3,4,2,4,1,4,2
631,E00013045,0.0,0.0,0.0,0.0,0.0,81017.65,0.0,9922.44,0.0,0.0,3,3,5,1,3,1,2,2,3,5
632,E00019374,0.0,13608.79,9469.570000000002,0.0,0.0,44524.6,0.0,4554.97,0.0,0.0,1,4,1,5,0,0,3,1,3,8
633,E00022890,0.0,206.52,7779.19,0.0,0.0,0.0,1937.55,6348.71,7029.88,0.0,1,1,3,0,3,3,0,3,3,2
634,E00009263,0.0,0.0,0.0,0.0,0.0,672.27,0.0,5245.63,7228.71,0.0,2,1,3,3,1,1,4,1,0,2
635,E00010830,0.0,34813.11,0.0,0.0,0.0,21789.23,13519.46,0.0,0.0,0.0,3,4,0,5,5,0,1,1,2,5
636,E00010638,0.0,0.0,0.0,0.0,0.0,41330.02,0.0,0.0,0.0,0.0,2,4,6,3,0,4,4,0,1,5
637,E00006980,0.0,0.0,23207.16,0.0,0.0,12447.87,0.0,0.0,0.0,0.0,4,4,1,6,4,3,2,2,3,5
638,E00004629,0.0,0.0,12682.17,0.0,0.0,0.0,324.33,0.0,12.12,0.0,2,3,6,3,5,2,4,4,2,2
639,E00023793,0.0,32313.47,800.21,0.0,0.0,21741.59,578.69,0.0,0.0,0.0,3,4,4,5,3,0,1,2,2,3
640,E00020745,0.0,17395.4,0.0,0.0,0.0,66931.43,0.0,0.0,0.0,0.0,3,5,4,0,4,1,0,1,3,6
641,E00005705,0.0,14777.08,8299.02,0.0,0.0,2514.23,0.0,2365.52,0.0,0.0,1,3,4,6,4,4,1,1,3,3
642,E00021938,0.0,4249.35,0.0,0.0,0.0,31246.66,19319.6,2443.77,0.0,0.0,2,5,4,0,4,4,3,1,4,5
643,E00017348,0.0,10730.19,12112.3,0.0,51716.8,22492.15,1873.68,3320.24,0.0,0.0,1,3,4,0,4,1,0,1,1,8
644,E00023841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21859.89,0.0,0,0,0,0,0,1,0,0,1,2
645,E00001153,0.0,2814.01,7818.57,435.28,0.0,41220.3,230.76,669.6,0.0,0.0,3,6,2,4,2,1,3,2,2,5
646,E00020624,0.0,0.0,4139.08,0.0,0.0,9585.9,11771.93,1289.29,5785.81,0.0,3,3,2,1,1,4,2,0,1,8
647,E00006596,0.0,13695.34,1362.99,69322.19,0.0,21853.49,3975.54,12366.67,17055.370000000003,2032.02,0,6,0,0,1,1,0,4,0,5
648,E00016519,0.0,871.1,8979.99,2475.52,0.0,26504.02,6.95,0.0,0.0,0.0,0,4,2,3,0,1,3,4,0,8
649,E00016795,0.0,822.25,0.0,2147.49,0.0,0.0,0.0,0.0,30038.73,0.0,3,6,2,3,1,2,2,1,1,3
650,E00003064,0.0,0.0,0.0,0.0,0.0,21416.53,0.0,2370.11,0.0,0.0,1,4,6,3,4,1,4,4,2,3
651,E00018974,0.0,0.0,16383.85,0.0,0.0,2275.32,0.0,518.2,0.0,0.0,4,4,3,4,5,4,2,3,4,5
652,E00017651,0.0,645.9499999999999,2287.7,0.0,16592.74,797.07,0.0,8117.98,18260.9,0.0,3,0,3,3,0,2,3,1,1,3
653,E00010323,0.0,24.09,8644.73,44732.87,0.0,15964.73,30.22,3113.36,33352.03,446.69,2,3,0,3,1,1,0,4,1,2
654,E00018819,0.0,9510.76,365.18,0.0,0.0,118941.91,0.0,0.0,0.0,0.0,2,1,5,0,3,2,4,2,4,5
655,E00174659,0.0,40611.32,176.41,0.0,106533.4,0.0,0.0,22018.81,51472.22,0.0,1,0,0,0,0,1,0,0,0,2
656,E00002602,0.0,1000.0,7321.99,0.0,0.0,9099.97,32.91,0.0,20735.06,0.0,1,1,3,0,4,1,0,0,1,3
657,E00004884,0.0,1402.68,46223.78,3194.6,0.0,0.0,614.23,0.0,0.0,0.0,2,5,3,4,1,4,2,4,1,5
658,E00007886,0.0,10495.89,0.0,0.0,0.0,14519.92,0.0,2824.69,0.0,0.0,2,6,3,2,4,4,2,4,1,2
659,E00023798,0.0,0.0,7327.82,0.0,0.0,3506.42,0.0,1923.25,0.0,0.0,1,0,0,1,3,3,0,1,0,2
660,E00017652,0.0,0.0,24919.52,251.37,0.0,0.0,0.0,0.0,10587.19,0.0,5,4,5,5,0,1,4,2,4,5
661,E00001122,58979.06,1156135.23,0.0,0.0,0.0,70972.06,11531.78,101402.71,0.0,6481.86,1,1,1,0,4,1,0,0,1,5
662,E00017014,0.0,0.0,0.0,0.0,0.0,39726.36,0.0,0.0,0.0,0.0,4,4,4,5,4,0,2,4,2,5
663,E00012047,0.0,2500.0,0.0,0.0,0.0,30608.86,22350.24,0.0,0.0,0.0,2,3,4,6,1,4,2,2,5,6
664,E00016564,0.0,159.38,26944.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,0,3,2,0,0,3,3
665,E00015052,0.0,62.25,16144.57,0.0,0.0,4412.64,467.13,0.0,0.0,0.0,1,3,6,0,3,3,0,0,1,2
666,E00021355,0.0,492.55,21047.74,0.0,0.0,0.0,0.0,370.72,0.0,0.0,4,3,4,0,4,1,2,0,3,2
667,E00020139,0.0,0.0,2130.1,0.0,0.0,0.0,0.0,0.0,5627.87,0.0,2,5,3,0,2,3,1,2,1,3
668,E00002049,0.0,184738.56,0.0,0.0,0.0,28206.77,11061.44,0.0,0.0,0.0,3,1,1,1,3,0,1,1,2,5
669,E00015488,0.0,0.0,26395.88,0.0,0.0,0.0,0.0,0.0,260.34,0.0,4,4,4,3,5,4,2,4,3,2
670,E00022554,0.0,0.0,9594.5,0.0,0.0,0.0,0.0,0.0,4792.45,0.0,4,5,4,6,5,3,4,4,4,3
671,E00011822,0.0,351.9,0.0,0.0,0.0,45036.53,172.55,0.0,0.0,0.0,1,2,4,3,3,4,0,2,2,4
672,E00019029,0.0,0.0,422.67,0.0,0.0,0.0,26028.64,0.0,0.0,0.0,3,1,1,1,0,2,2,2,1,5
673,E00000334,0.0,0.0,25981.44,0.0,0.0,0.0,15765.2,0.0,0.0,0.0,3,6,3,3,4,4,0,3,2,5
674,E00012601,0.0,8506.67,0.0,0.0,0.0,41867.89,9509.55,0.0,0.0,0.0,3,2,6,0,4,1,0,4,3,5
675,E00017261,0.0,481.79,7995.13,31427.77,0.0,23009.55,0.0,6255.71,0.0,0.0,1,3,2,0,0,1,3,4,1,5
676,E00014035,0.0,3279.85,6474.06,0.0,0.0,2495.82,0.0,1748.33,2348.9,0.0,2,1,0,0,5,3,0,1,1,2
677,E00021735,0.0,600.0,20565.19,2034.55,0.0,0.0,0.0,1498.51,2427.69,0.0,0,4,3,0,1,3,0,4,1,3
678,E00007415,0.0,0.0,25752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,2,1,4,2,0,1,5
679,E00170959,0.0,0.0,20027.4,26.42,0.0,0.0,0.0,896.46,1551.23,0.0,3,6,0,5,3,4,3,1,3,2
680,E00002194,0.0,2131.24,0.0,0.0,0.0,24943.32,21501.68,2802.63,0.0,0.0,2,1,6,3,4,1,4,3,1,6
681,E00011129,0.0,12682.6,0.0,782.42,0.0,88054.89,5048.67,4407.75,2529.11,0.0,1,1,3,4,2,4,4,1,2,6
682,E00015333,0.0,1257.34,19691.21,67.63,0.0,0.0,0.0,4701.6,0.0,0.0,0,3,0,0,4,4,4,2,0,3
683,E00013268,0.0,104.54,28027.58,0.0,0.0,0.0,0.0,0.0,135.31,0.0,1,3,0,3,3,4,0,0,0,5
684,E00023948,0.0,0.0,0.0,7.97,0.0,0.0,0.0,325.09,22290.05,0.0,0,0,0,0,0,1,0,4,0,2
685,E00174919,0.0,0.67,18372.84,0.0,0.0,666.83,3223.56,0.0,0.0,0.0,4,5,2,3,4,4,3,3,4,5
686,E00017734,0.0,0.0,23771.62,1333.87,0.0,419.38,0.0,123.39,0.0,0.0,1,5,6,0,4,4,0,3,2,3
687,E00013579,0.0,2405.71,8190.019999999999,0.0,0.0,55.94,501.16,0.0,11909.08,0.0,0,3,4,0,4,3,0,4,0,3
688,E00170926,0.0,0.99,2051.84,0.0,0.0,4498.06,0.0,0.0,0.0,0.0,3,6,4,2,2,4,4,2,2,3
689,E00015067,0.0,6035.49,25898.67,0.0,0.0,900.9,1501.44,16892.57,18561.34,0.0,0,0,0,0,0,1,0,2,0,2
690,E00013749,0.0,63.9,239.44,0.0,0.0,275.95,16582.67,0.0,0.0,0.0,1,0,2,0,4,3,0,3,5,3
691,E00009320,0.0,0.0,682.16,0.0,0.0,0.0,0.0,0.0,18386.43,0.0,2,6,3,5,5,1,3,2,1,2
692,E00014877,0.0,44227.98000000001,0.0,0.0,26776.5,164153.37,0.0,6927.11,0.0,0.0,1,1,2,0,0,1,0,2,1,2
693,E00009169,0.0,0.0,15068.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,7,3,2,1,0,3,2
694,E00008444,0.0,0.0,20414.93,13401.31,0.0,0.0,68.08,0.0,4635.62,0.0,3,2,3,4,4,4,4,1,3,3
695,E00018205,0.0,0.0,11689.85,945.24,0.0,10591.28,0.0,13105.45,0.0,0.0,1,6,0,0,0,1,2,1,0,3
696,E00019428,0.0,0.0,27797.72,0.0,0.0,0.0,396.28,3909.78,0.0,0.0,1,3,2,1,0,1,0,4,1,2
697,E00004840,0.0,0.0,8800.13,0.0,0.0,0.0,0.0,5253.62,3055.23,0.0,0,3,0,6,1,4,2,4,1,2
698,E00021091,0.0,151.42,0.0,0.0,0.0,18326.56,10960.18,0.0,0.0,0.0,1,4,2,0,4,1,3,2,1,5
699,E00000881,0.0,15878.63,688.36,0.0,0.0,24759.13,24.66,2779.57,0.0,0.0,4,3,6,1,5,1,1,2,5,3
700,E00000889,0.0,0.0,15034.68,0.0,0.0,1.17,0.0,312.29,0.0,0.0,2,5,2,5,1,3,2,2,4,3
701,E00167236,0.0,0.0,1300.0,0.0,0.0,1322.83,0.0,6651.65,0.0,1539.56,1,1,6,0,1,4,3,2,0,2
702,E00010917,0.0,0.0,13.88,0.0,0.0,18646.41,28369.57,0.0,0.0,0.0,2,5,3,4,5,0,1,4,2,5
703,E00014591,0.0,0.0,48.41,0.0,0.0,6358.18,0.0,753.86,11097.0,0.0,2,0,3,1,1,3,0,2,1,2
704,E00015417,0.0,0.0,25615.96,0.0,0.0,0.0,0.0,11076.6,1462.12,0.0,1,0,2,1,0,1,0,0,0,3
705,E00005890,0.0,0.0,188.75,0.0,0.0,0.0,0.0,0.0,24520.2,0.0,5,3,3,3,4,1,1,4,2,5
706,E00002752,0.0,84945.32,0.0,0.0,0.0,55379.0,0.0,102.93,0.0,0.0,4,3,5,5,2,4,3,1,3,5
707,E00001342,0.0,2400.0,0.0,0.0,0.0,23435.43,10425.21,1081.75,0.0,0.0,1,1,6,4,4,4,4,2,1,5
708,E00006724,0.0,3697.2,9666.22,0.0,44598.12,66.71,7312.83,19480.81,0.0,0.0,1,6,3,0,0,1,0,2,0,3
709,E00012965,0.0,30662.79,0.0,0.0,0.0,29749.84,388.44,0.0,0.0,2291.33,4,4,6,3,4,4,4,3,2,3
710,E00012656,0.0,3012.73,2.42,0.0,0.0,28213.97,115.8,692.35,0.0,0.0,2,5,3,3,0,1,4,4,2,5
711,E00009848,0.0,5716.89,20746.17,0.0,0.0,100.13,173.33,0.0,0.0,0.0,3,0,3,1,1,2,0,4,5,2
712,E00003253,0.0,9790.32,0.0,0.0,0.0,21420.44,0.0,0.0,0.0,0.0,2,3,2,3,0,2,4,3,1,8
713,E00019418,0.0,0.0,5440.56,0.0,0.0,7761.64,18765.83,7736.63,0.0,0.0,1,1,4,0,1,4,0,4,3,5
714,E00013998,0.0,0.0,6497.76,160.28,0.0,0.0,0.0,0.0,5677.02,0.0,5,5,6,2,1,2,2,3,3,3
715,E00002051,0.0,8347.83,264.33,0.0,0.0,38446.67,7651.22,0.0,0.0,0.0,4,1,2,0,0,3,3,4,2,4
716,E00010413,0.0,0.0,19002.89,0.0,0.0,0.0,0.0,6.94,0.0,0.0,4,5,1,3,4,4,1,2,4,3
717,E00003400,0.0,32940.1,1599.13,971.0,0.0,29938.38,0.0,7882.64,0.0,0.0,1,3,6,3,1,1,0,2,0,8
718,E00010851,0.0,442.97,0.0,0.0,0.0,41644.22,0.0,1651.11,0.0,0.0,5,2,6,7,1,2,3,1,4,5
719,E00014547,0.0,0.0,4046.19,0.0,0.0,0.0,0.0,4270.66,10648.59,0.0,2,3,2,0,0,4,0,4,1,2
720,E00019858,0.0,10344.33,9172.58,0.0,0.0,11109.17,4098.31,2403.73,0.0,0.0,4,1,4,1,3,3,4,3,3,3
721,E00007515,0.0,0.0,6.91,0.0,0.0,22488.36,0.0,2384.18,0.0,0.0,3,6,6,0,0,1,2,2,1,3
722,E00012547,0.0,0.0,16670.44,0.0,0.0,74.51,30149.08,3171.72,0.0,0.0,1,1,0,0,0,4,3,4,1,5
723,E00016403,0.0,0.0,1834.37,65.04,0.0,0.0,1951.3,0.0,0.0,0.0,4,4,5,3,4,3,0,2,3,3
724,E00020000,0.0,0.0,566.67,0.0,0.0,82.56,0.0,0.0,5385.21,0.0,2,6,6,7,4,2,2,0,3,3
725,E00018711,0.0,1250.5500000000002,1260.95,0.0,0.0,18367.67,12466.61,1197.12,0.0,0.0,4,6,6,3,3,2,2,3,4,5
726,E00021758,0.0,0.0,15988.95,0.0,2433.14,0.0,0.0,739.88,138.21,0.0,0,0,4,0,4,1,0,2,0,3
727,E00017203,0.0,1068.91,31651.97,1300.0,0.0,162.7,67.51,2901.67,0.0,0.0,0,6,3,0,0,1,0,3,0,2
728,E00011717,0.0,38277.04,35579.86,0.0,106.73,34827.8,0.0,16214.94,11100.0,2469.95,1,0,0,0,3,1,2,1,1,3
729,E00014211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.76,22281.57,0.0,1,0,4,0,1,4,1,2,1,2
730,E00003397,0.0,0.0,7485.11,0.0,0.0,0.0,15588.91,1803.9,0.0,0.0,1,4,2,5,4,4,4,3,1,3
731,E00022205,0.0,20044.94,0.0,800.0,0.0,62096.51,295.1,10604.67,0.0,0.0,1,3,3,0,0,1,0,0,2,5
732,E00008265,0.0,700.0,0.0,0.0,0.0,97866.47,0.0,0.0,0.0,0.0,3,6,5,4,1,3,2,2,2,5
733,E00012336,145032.97,123114.65,10784.07,0.0,172806.57,24063.620000000003,22.36,0.0,0.0,15891.17,0,0,0,0,0,1,0,0,1,2
734,E00015693,0.0,0.0,11001.28,0.0,0.0,4878.6,0.0,0.0,1.2,0.0,1,4,6,4,4,3,1,2,1,3
735,E00014535,0.0,0.0,0.0,710.09,0.0,0.0,0.0,0.0,14025.71,0.0,2,1,0,1,0,4,0,0,1,2
736,E00023074,0.0,42.15,6093.71,0.0,0.0,0.0,0.0,4871.17,12524.49,0.0,1,1,2,4,0,2,3,2,1,2
737,E00004962,0.0,5156.24,23795.98,0.0,0.0,9312.04,58.77,0.0,0.0,0.0,4,4,3,3,0,4,2,1,2,5
738,E00022634,0.0,228.51,62.67,0.0,0.0,0.0,19899.43,28.43,0.0,0.0,1,6,3,1,0,1,3,1,1,2
739,E00008698,0.0,0.0,518.05,0.0,0.0,0.0,0.0,87.55,19196.62,0.0,1,4,2,3,4,3,0,2,1,3
740,E00023887,0.0,68.14,2244.56,0.0,0.0,19.58,0.0,3476.26,14595.27,0.0,1,0,0,0,4,1,3,2,1,2
741,E00006316,0.0,138.39999999999998,16977.79,208.78,0.0,17686.02,2758.78,0.0,204.32,0.0,4,3,5,0,4,1,0,0,3,5
742,E00008396,0.0,0.0,0.0,0.0,0.0,42850.61,1.94,0.0,0.0,0.0,4,3,3,6,3,2,3,2,1,8
743,E00001712,0.0,2569.32,0.0,0.0,268.27,57100.66,0.0,7856.81,0.0,0.0,1,1,2,0,4,4,0,0,5,6
744,E00002984,0.0,1300.0,15189.35,0.0,0.0,32965.35,26.58,7594.45,0.0,0.0,3,3,0,0,1,3,0,4,1,5
745,E00020708,0.0,0.0,0.0,0.0,0.0,46787.14,242.85,0.0,0.0,0.0,3,1,5,0,3,1,2,2,2,4
746,E00011071,0.0,0.0,0.0,0.0,0.0,40979.73,0.0,0.0,0.0,0.0,4,4,3,4,5,0,0,4,1,5
747,E00008199,0.0,4155.56,0.0,0.0,0.0,12144.72,0.0,6561.34,25249.16,0.0,1,3,4,0,0,4,4,4,0,2
748,E00010132,0.0,939.12,4610.18,0.0,0.0,0.0,0.0,6766.23,5252.57,0.0,1,3,5,0,0,4,0,4,3,3
749,E00174961,0.0,0.0,7187.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,6,5,4,2,0,3,2
750,E00020192,0.0,1279.91,31512.25,0.0,0.0,0.0,285.97,0.0,0.0,0.0,5,1,6,0,1,4,4,4,3,3
751,E00166026,0.0,316.08,31505.11,0.0,40.07,33.69,8989.62,0.0,0.0,0.0,3,3,1,0,5,2,0,4,5,5
752,E00021895,0.0,4117.88,0.0,0.0,0.0,17075.34,23684.39,2224.82,0.0,0.0,3,6,2,0,0,4,2,0,1,6
753,E00015336,0.0,690.35,27316.32,839.03,0.0,0.0,0.0,1382.16,214.26,0.0,1,3,4,1,0,1,0,2,1,3
754,E00008203,0.0,47549.92,270.95,0.0,0.0,43357.0,0.0,0.0,0.0,0.0,5,1,1,2,2,1,4,2,1,5
755,E00023972,0.0,0.0,8020.38,0.0,0.0,0.0,637.65,6134.81,913.78,16560.42,1,1,4,3,0,3,0,2,0,2
756,E00006083,0.0,204.52,0.0,417.05,0.0,11642.45,25484.67,0.0,4906.53,0.0,2,1,5,4,3,3,0,3,1,5
757,E00017389,0.0,5.12,23212.13,0.0,75.31,265.57,14458.21,1307.37,0.0,0.0,1,1,2,0,0,1,0,0,1,5
758,E00015758,0.0,0.0,15256.93,0.0,0.0,0.0,544.84,3506.44,0.0,0.0,4,3,5,1,1,4,2,1,3,3
759,E00019990,0.0,930.44,14592.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0,0,2,3,2,3,3
760,E00000692,0.0,0.0,27327.5,0.0,0.0,8718.54,4212.19,9096.74,0.0,0.0,1,3,3,0,5,1,2,4,1,5
761,E00008083,0.0,10052.91,7676.03,0.0,0.0,13640.75,26696.58,3881.23,0.0,0.0,4,1,3,0,0,1,0,0,0,5
762,E00011655,0.0,0.0,5032.27,0.0,0.0,0.0,41381.81,0.0,0.0,0.0,2,1,3,0,4,4,4,2,1,4
763,E00021374,0.0,0.0,0.0,0.0,0.0,21714.94,7532.03,630.41,0.0,0.0,1,3,2,3,0,1,0,2,5,3
764,E00020663,0.0,78.39,15270.39,0.0,0.0,2134.44,0.0,0.0,0.0,0.0,3,3,4,0,0,3,3,0,1,8
765,E00013192,0.0,0.0,16012.54,0.0,0.0,4211.26,24398.96,0.0,0.0,0.0,4,4,6,0,1,2,2,2,3,5
766,E00020117,0.0,0.0,8802.55,7313.82,0.0,0.0,0.0,0.0,5687.9,0.0,1,6,3,3,5,4,3,2,2,3
767,E00014512,0.0,404.76,0.0,0.0,0.0,0.0,0.0,890.74,15232.39,0.0,1,4,0,0,4,1,0,3,0,2
768,E00174938,0.0,0.0,265.57,0.0,0.0,5084.56,24.44,4323.6,8512.73,0.0,2,3,0,5,4,4,0,4,0,3
769,E00004151,0.0,0.0,5107.21,0.0,0.0,0.0,0.0,0.0,5904.03,0.0,2,0,2,0,5,4,4,2,5,2
770,E00023191,0.0,0.0,42.26,0.0,0.0,344.49,41950.57,10906.04,3190.71,0.0,1,1,2,3,0,4,2,1,1,8
771,E00008059,0.0,0.0,373.7,0.0,0.0,16924.78,22970.15,21429.41,0.0,0.0,1,0,3,7,5,3,3,3,1,5
772,E00007695,0.0,0.0,2264.18,0.0,0.0,8993.16,27996.06,2813.01,0.0,0.0,1,6,6,4,0,4,3,4,1,5
